DTD,FARE_YQ_TICKET,stay_length_days,pax_total,ADULTS,TEENAGERS,CHILDREN,INFANTS,has_child_or_infant,has_teenager,is_logged_in,has_loyalty,segment_count,has_connection,travel_span_hours,HOUR_OF_THE_DAY_PL_TIME,emd_price,display_position,is_hub_caj_route,product,MARKET,LANGUAGE,FLIGHT_TYPE,BROWSER_TYPE,FIRST_TOUCH_CHANNEL,LAST_TOUCH_CHANNEL,LOGIN_STATUS,origin_area,destination_area,route_direction,origin_prefix,destination_prefix,dtd_bucket,fare_bucket,stay_bucket,first_booking_class,first_rbd,actual_sold,predicted_probability,expected_revenue
77.0,383.6488684,8.524305555555555,4,2,1,1,0,1,1,1,1,2,1,206.58333333333334,17.0,64.245,2,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Paid Search,Email,Logged-In,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BI,61_120,very_high,9_14,Y,K,1,0.8660420844679171,55.638873716641335
45.0,64.5358157,7.135416666666667,2,2,0,0,0,0,0,0,0,2,1,173.58333333333334,9.0,96.3675,3,1,SPECIAL EQUIPMENT,NORTH HORIZON,LANG_04,Round-Trip,google,Organic Search,Paid Search,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CU,31_60,high,6_8,Y,L,0,0.5758055286388518,55.48893928110456
9.0,96.6938646,4.159722222222222,3,3,0,0,0,0,0,1,1,2,1,101.75,23.0,85.66,6,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_02,Round-Trip,google,Direct,Direct,Logged-In,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BE,8_14,high,3_5,Y,W,0,0.6459025438568369,55.328011906776645
193.0,312.8628708,6.517361111111111,6,6,0,0,0,0,0,1,0,2,1,158.75,13.0,72.275625,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,google,Direct,Paid Search,Logged-In,AREA_C,AREA_C,AREA_C_TO_AREA_C,CA,CU,120_plus,very_high,6_8,Y,T,0,0.7599475287406964,54.9256826069393
112.0,205.8328423,,2,2,0,0,0,0,0,0,0,3,1,386.6666666666667,17.0,65.0253626,4,1,SPECIAL EQUIPMENT,LOWER VERTEX,LANG_02,Multi-City,apple,Direct,Direct,Logged-Out,AREA_B,AREA_C,AREA_B_TO_AREA_C,BU,CA,61_120,very_high,unknown_or_oneway,Y,L,0,0.8435937008321435,54.854986283686046
107.0,184.9330872,7.201388888888889,4,2,0,2,0,1,0,1,0,2,1,176.33333333333334,22.0,77.094,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,apple,Direct,Direct,Logged-In,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BA,61_120,very_high,6_8,Y,W,0,0.7040289590876597,54.276408571904035
11.0,63.360132199999995,12.184027777777779,2,2,0,0,0,0,0,0,0,3,1,294.6666666666667,18.0,63.9700314,5,0,SPECIAL EQUIPMENT,LOWER ZENITH,LANG_02,Round-Trip,google,MetaSearches,Paid Search,Logged-Out,AREA_C,AREA_C,AREA_C_TO_AREA_C,CE,CI,8_14,high,9_14,Y,T,0,0.8468380044669038,54.17225373646118
67.0,61.80840129999999,4.847222222222222,2,2,0,0,0,0,0,0,0,4,1,120.08333333333333,17.0,70.2621867,4,0,SPECIAL EQUIPMENT,WEST HORIZON,LANG_02,Round-Trip,google,Direct,Organic Search,Logged-Out,AREA_B,AREA_B,AREA_B_TO_AREA_B,BA,BE,61_120,high,3_5,Y,V,0,0.7639170138693839,53.674479851797145
126.0,227.3437815,,2,2,0,0,0,0,0,0,0,2,1,521.3333333333334,13.0,65.0253626,4,1,SPECIAL EQUIPMENT,LOWER VERTEX,LANG_02,Multi-City,google,Direct,Direct,Logged-Out,AREA_B,AREA_C,AREA_B_TO_AREA_C,BU,CA,120_plus,very_high,unknown_or_oneway,Y,U,0,0.8224226061602787,53.478328176009114
86.0,131.432421,10.197916666666666,3,3,0,0,0,0,0,0,0,2,1,248.25,23.0,77.094,3,1,SPECIAL EQUIPMENT,UPPER APEX,LANG_09,Round-Trip,apple,Organic Search,Organic Search,Logged-Out,AREA_C,AREA_B,AREA_C_TO_AREA_B,CA,BA,61_120,very_high,9_14,Y,V,0,0.6879740465606397,53.03867114554595
