,MARKET,LANGUAGE,FLIGHT_TYPE,DTD,BROWSER_TYPE,FIRST_TOUCH_CHANNEL,LAST_TOUCH_CHANNEL,ADULTS,TEENAGERS,CHILDREN,INFANTS,HOUR_OF_THE_DAY_PL_TIME,LOGIN_STATUS,LOYALTY_MEMBERSHIP_PROGRAM,FARE_YQ_TICKET,CALCULATED_DTD,IS_ANOMALY_DTD,TOTAL_PASSENGERS,HAS_CHILDREN_OR_INFANTS,TRIP_MONTH,TRIP_DAY_OF_WEEK,IS_WEEKEND_FLIGHT,TRIP_QUARTER,NUMBER_OF_SEGMENTS,IS_DIRECT_FLIGHT,TOTAL_EMD_SPEND,TOTAL_REVENUE,BOOKING_WINDOW,IS_SOLO_TRAVELER,IS_FAMILY,IS_ADULT_GROUP,ADULT_RATIO,ORIGIN_AIRPORT,DESTINATION_AIRPORT,FLIGHT_TIME_OF_DAY,TARGET_BUSINESS_LOUNGE,TARGET_MEAL,TARGET_PET,TARGET_SPECIAL_EQUIPMENT,TARGET_FAST_TRACK,TARGET_BAGGAGE
1090,GREAT MERIDIAN,LANG_02,One-Way,9.0,google,Direct,Direct,2,1,0,0,13.0,Logged-Out,No_Program,49.226660499999994,10,False,3,0,3,4,0,1,1,1,0.0,49.226660499999994,Short (8-14),0,0,0,0.6666666666666666,CAJ,CIR,Południe (10-13),0,0,0,0,0,0
1091,UPPER APEX,LANG_09,Round-Trip,5.0,google,Paid Search,Paid Search,2,0,0,0,11.0,Logged-Out,No_Program,92.8584381,6,False,2,0,9,2,0,3,2,0,0.0,92.8584381,Last Minute (0-7),0,0,0,1.0,CAJ,COP,Południe (10-13),0,0,0,0,0,0
1092,UPPER APEX,LANG_02,Round-Trip,28.0,google,Direct,Direct,2,0,0,0,20.0,Logged-Out,No_Program,308.07362020000005,29,False,2,0,4,2,0,2,2,0,0.0,308.07362020000005,Medium (15-30),0,0,0,1.0,CAJ,BON,Wieczór (18-23),0,0,0,0,0,0
1093,UPPER APEX,LANG_09,One-Way,18.0,google,Direct,Direct,1,0,0,0,19.0,Logged-Out,No_Program,17.8780986,19,False,1,0,11,0,0,4,2,0,0.0,17.8780986,Medium (15-30),1,0,0,1.0,CUB,CUK,Wieczór (18-23),0,0,0,0,0,0
1094,UPPER MERIDIAN,LANG_01,One-Way,13.0,apple,MetaSearches,MetaSearches,1,0,1,0,9.0,Logged-Out,No_Program,48.0334167,14,False,2,1,3,2,0,1,1,1,0.0,48.0334167,Short (8-14),0,1,0,0.5,CAJ,BIC,Rano (6-9),0,0,0,0,0,0
1095,UPPER APEX,LANG_09,Round-Trip,5.0,google,Direct,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,50.9124493,6,False,1,0,3,0,0,1,2,0,0.0,50.9124493,Last Minute (0-7),1,0,0,1.0,BUS,CAJ,Południe (10-13),0,0,0,0,0,0
1096,UPPER APEX,LANG_09,One-Way,0.0,google,Paid Search,Paid Search,2,0,0,0,6.0,Logged-Out,No_Program,97.3859974,1,False,2,0,2,6,1,1,2,0,0.0,97.3859974,Last Minute (0-7),0,0,0,1.0,CUB,CUR,Rano (6-9),0,0,0,0,0,1
1097,UPPER APEX,LANG_09,Round-Trip,34.0,microsoft,Paid Search,Paid Search,2,0,0,0,22.0,Logged-Out,No_Program,48.2085914,35,False,2,0,3,2,0,1,2,0,0.0,48.2085914,Advance (31-90),0,0,0,1.0,CAJ,BIH,Wieczór (18-23),0,0,0,0,0,1
1098,UPPER VERTEX,LANG_02,One-Way,31.0,google,Organic Search,Organic Search,1,0,0,0,18.0,Logged-In,No_Program,36.7430004,32,False,1,0,4,5,1,2,1,1,0.0,36.7430004,Advance (31-90),1,0,0,1.0,CAJ,CEG,Wieczór (18-23),0,0,0,0,0,0
1099,UPPER APEX,LANG_09,One-Way,74.0,google,Organic Search,Organic Search,1,0,0,0,15.0,Logged-Out,No_Program,50.9715547,75,False,1,0,1,5,1,1,1,1,0.0,50.9715547,Advance (31-90),1,0,0,1.0,CAJ,CUM,Popołudnie (14-17),0,0,0,0,0,0
1100,EAST MERIDIAN,LANG_02,Round-Trip,2.0,google,Organic Search,Organic Search,1,0,0,0,20.0,Logged-Out,No_Program,24.100441000000004,3,False,1,0,12,4,0,4,1,1,0.0,24.100441000000004,Last Minute (0-7),1,0,0,1.0,CAJ,BEH,Wieczór (18-23),0,0,0,0,0,0
1101,UPPER APEX,LANG_09,One-Way,0.0,google,MetaSearches,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,19.6696775,1,False,1,0,11,2,0,4,1,1,0.0,19.6696775,Last Minute (0-7),1,0,0,1.0,CAJ,CEX,Południe (10-13),0,0,0,0,0,0
1102,UPPER APEX,LANG_09,Round-Trip,0.0,mozilla,Direct,Paid Search,1,0,0,0,11.0,Logged-Out,No_Program,36.4234886,1,False,1,0,2,0,0,1,2,0,0.0,36.4234886,Last Minute (0-7),1,0,0,1.0,CAJ,CEX,Południe (10-13),0,0,0,0,0,0
1103,UPPER APEX,LANG_02,One-Way,37.0,google,Paid Search,MetaSearches,1,0,0,0,22.0,Logged-Out,No_Program,19.0996102,38,False,1,0,12,3,0,4,1,1,0.0,19.0996102,Advance (31-90),1,0,0,1.0,CAJ,CUJ,Wieczór (18-23),0,0,0,0,0,0
1104,UPPER APEX,LANG_09,One-Way,22.0,google,Paid Search,Paid Search,2,0,0,0,19.0,Logged-Out,No_Program,53.2942256,23,False,2,0,10,2,0,4,1,1,0.0,53.2942256,Medium (15-30),0,0,0,1.0,CAJ,BOZ,Wieczór (18-23),0,0,0,0,0,0
1105,UPPER APEX,LANG_09,Round-Trip,19.0,apple,Direct,Direct,3,0,0,0,23.0,Logged-Out,No_Program,42.710076,20,False,3,0,1,6,1,1,2,0,0.0,42.710076,Medium (15-30),0,0,1,1.0,CAJ,BEH,Wieczór (18-23),0,0,0,0,0,0
1106,UPPER VERTEX,LANG_11,Round-Trip,16.0,apple,Direct,Direct,1,0,0,0,19.0,Logged-Out,No_Program,39.301664599999995,17,False,1,0,11,4,0,4,2,0,0.0,39.301664599999995,Medium (15-30),1,0,0,1.0,CAJ,BIT,Wieczór (18-23),0,0,0,0,0,0
1107,UPPER APEX,LANG_09,Round-Trip,3.0,apple,Direct,Partners,1,0,0,0,8.0,Logged-Out,No_Program,106.7387845,4,False,1,0,10,6,1,4,5,0,0.0,106.7387845,Last Minute (0-7),1,0,0,1.0,CEJ,CER,Rano (6-9),0,0,0,0,0,0
1108,NEW MERIDIAN,LANG_02,Round-Trip,14.0,google,MetaSearches,MetaSearches,1,0,0,0,14.0,Logged-Out,No_Program,324.63683779999997,15,False,1,0,1,3,0,1,4,0,0.0,324.63683779999997,Medium (15-30),1,0,0,1.0,CIW,BIV,Popołudnie (14-17),0,0,0,0,0,0
1109,UPPER APEX,LANG_09,Round-Trip,12.0,google,Paid Search,Paid Search,1,0,0,0,10.0,Logged-In,LH,20.5772452,13,False,1,0,3,5,1,1,2,0,0.0,20.5772452,Short (8-14),1,0,0,1.0,CAJ,CEX,Południe (10-13),0,0,0,0,0,0
1110,CENTRAL APEX,LANG_02,Round-Trip,23.0,apple,Direct,Direct,1,0,0,0,11.0,Logged-In,LH,28.5993042,24,False,1,0,10,1,0,4,2,0,0.0,28.5993042,Medium (15-30),1,0,0,1.0,CUM,CAJ,Południe (10-13),0,0,0,0,0,0
1111,UPPER APEX,LANG_09,Round-Trip,8.0,google,Paid Search,Paid Search,2,0,0,0,12.0,Logged-Out,No_Program,251.0291998,9,False,2,0,10,0,0,4,1,1,0.0,251.0291998,Short (8-14),0,0,0,1.0,CAJ,DAD,Południe (10-13),0,0,0,1,0,1
1112,LOWER VERTEX,LANG_02,Round-Trip,97.0,microsoft,Organic Search,Affiliate,1,2,0,0,21.0,Logged-In,No_Program,446.8299712,98,False,3,0,6,3,0,2,2,0,0.0,446.8299712,Early Bird (90+),0,0,0,0.3333333333333333,DAD,CAJ,Wieczór (18-23),0,0,0,0,0,0
1113,UPPER APEX,LANG_09,Round-Trip,98.0,google,Direct,Email,1,0,0,0,10.0,Logged-Out,LH,47.7888574,99,False,1,0,5,6,1,2,2,0,0.0,47.7888574,Early Bird (90+),1,0,0,1.0,CAJ,CUX,Południe (10-13),0,0,0,0,0,0
1114,UPPER APEX,LANG_09,Round-Trip,16.0,microsoft,Direct,Direct,2,0,0,0,20.0,Logged-Out,No_Program,95.9152152,17,False,2,0,11,4,0,4,2,0,0.0,95.9152152,Medium (15-30),0,0,0,1.0,CAJ,CEG,Wieczór (18-23),0,0,0,0,0,0
1115,NEW APEX,LANG_02,Round-Trip,211.0,apple,Direct,Direct,3,0,0,0,21.0,Logged-In,No_Program,66.63662719999999,212,False,3,0,7,4,0,3,2,0,0.0,66.63662719999999,Early Bird (90+),0,0,1,1.0,CUW,CAJ,Wieczór (18-23),0,0,0,0,0,0
1116,UPPER APEX,LANG_02,One-Way,21.0,google,Paid Search,Paid Search,1,0,0,0,2.0,Logged-Out,No_Program,31.8218334,22,False,1,0,3,0,0,1,1,1,0.0,31.8218334,Medium (15-30),1,0,0,1.0,CAJ,CEZ,Noc (0-5),0,0,0,0,0,0
1117,CENTRAL VERTEX,LANG_02,Round-Trip,11.0,google,Paid Search,Paid Search,1,0,0,0,23.0,Logged-Out,No_Program,31.1472609,12,False,1,0,1,1,0,1,2,0,0.0,31.1472609,Short (8-14),1,0,0,1.0,BIH,CAJ,Wieczór (18-23),0,0,0,0,0,0
1118,GREAT HORIZON,LANG_02,One-Way,17.0,google,Direct,Paid Search,1,0,0,0,20.0,Logged-Out,No_Program,51.8465716,18,False,1,0,2,5,1,1,1,1,0.0,51.8465716,Medium (15-30),1,0,0,1.0,CEW,CAJ,Wieczór (18-23),0,0,0,0,0,0
1119,NEW AURORA,LANG_04,Round-Trip,27.0,mozilla,Paid Search,Paid Search,1,0,0,0,22.0,Logged-Out,No_Program,29.6327921,28,False,1,0,11,0,0,4,2,0,0.0,29.6327921,Medium (15-30),1,0,0,1.0,CEG,CAJ,Wieczór (18-23),0,0,0,0,0,0
1120,UPPER APEX,LANG_09,Round-Trip,10.0,mozilla,MetaSearches,MetaSearches,1,0,0,0,10.0,Logged-Out,No_Program,70.81597860000001,11,False,1,0,3,1,0,1,2,0,0.0,70.81597860000001,Short (8-14),1,0,0,1.0,CAJ,CEG,Południe (10-13),0,0,0,0,0,0
1121,SOUTH HORIZON,LANG_09,One-Way,162.0,google,Direct,Direct,1,0,0,0,15.0,Logged-Out,No_Program,6.8450906,162,False,1,0,5,4,0,2,1,1,0.0,6.8450906,Early Bird (90+),1,0,0,1.0,CAJ,CAV,Popołudnie (14-17),0,0,0,0,0,0
1122,NEW AURORA,LANG_04,Round-Trip,89.0,google,Email,Email,1,0,0,0,22.0,Logged-Out,No_Program,8.750169,90,False,1,0,2,4,0,1,2,0,0.0,8.750169,Advance (31-90),1,0,0,1.0,CUR,CAJ,Wieczór (18-23),0,0,0,0,0,0
1123,UPPER HORIZON,LANG_02,Round-Trip,0.0,google,Direct,Direct,1,0,0,0,9.0,Logged-Out,No_Program,78.3133701,1,False,1,0,11,2,0,4,2,0,0.0,78.3133701,Last Minute (0-7),1,0,0,1.0,CAJ,BIT,Rano (6-9),0,0,0,0,0,0
1124,UPPER APEX,LANG_09,Round-Trip,15.0,apple,Direct,Direct,1,0,0,0,19.0,Logged-In,No_Program,75.4484714,16,False,1,0,10,3,0,4,3,0,0.0,75.4484714,Medium (15-30),1,0,0,1.0,CAJ,COR,Wieczór (18-23),0,0,0,0,0,0
1125,LOWER VERTEX,LANG_02,Round-Trip,219.0,apple,Email,Email,2,0,0,0,21.0,Logged-In,LH,453.7954141,220,False,2,0,7,6,1,3,2,0,0.0,453.7954141,Early Bird (90+),0,0,0,1.0,BUX,CUB,Wieczór (18-23),0,0,0,0,0,0
1126,SOUTH HORIZON,LANG_02,One-Way,35.0,apple,MetaSearches,MetaSearches,1,0,0,0,13.0,Logged-Out,No_Program,26.803442299999997,36,False,1,0,11,4,0,4,1,1,0.0,26.803442299999997,Advance (31-90),1,0,0,1.0,BAZ,CAJ,Południe (10-13),0,0,0,0,0,0
1127,SOUTH HORIZON,LANG_09,Round-Trip,84.0,apple,Organic Search,Organic Search,1,0,0,0,1.0,Logged-Out,No_Program,97.2480848,84,False,1,0,4,4,0,2,2,0,0.0,97.2480848,Advance (31-90),1,0,0,1.0,CAJ,CEB,Noc (0-5),0,0,0,0,0,0
1128,WEST APEX,LANG_09,Round-Trip,27.0,google,MetaSearches,Organic Search,2,0,0,0,19.0,Logged-Out,No_Program,42.6141368,28,False,2,0,10,3,0,4,2,0,0.0,42.6141368,Medium (15-30),0,0,0,1.0,BEH,CAJ,Wieczór (18-23),0,0,0,0,0,0
1129,SOUTH HORIZON,LANG_02,One-Way,32.0,google,Paid Search,Organic Search,1,0,0,0,9.0,Logged-Out,No_Program,12.2335329,33,False,1,0,12,4,0,4,1,1,0.0,12.2335329,Advance (31-90),1,0,0,1.0,CAV,CAJ,Rano (6-9),0,0,0,0,0,0
1130,UPPER APEX,LANG_09,Round-Trip,102.0,apple,Direct,Direct,1,0,0,0,9.0,Logged-In,No_Program,12.9612146,103,False,1,0,2,4,0,1,2,0,0.0,12.9612146,Early Bird (90+),1,0,0,1.0,CAJ,CUR,Rano (6-9),0,0,0,0,0,0
1131,UPPER MERIDIAN,LANG_01,Round-Trip,14.0,apple,Direct,Paid Search,1,0,0,0,20.0,Logged-Out,No_Program,12.6279972,15,False,1,0,2,4,0,1,2,0,0.0,12.6279972,Medium (15-30),1,0,0,1.0,CUK,CAJ,Wieczór (18-23),0,0,0,0,0,0
1132,LOWER VERTEX,LANG_02,One-Way,121.0,google,Paid Search,Paid Search,2,0,0,0,11.0,Logged-In,No_Program,44.4995134,122,False,2,0,7,6,1,3,1,1,0.0,44.4995134,Early Bird (90+),0,0,0,1.0,CAJ,BIW,Południe (10-13),0,0,0,0,0,0
1133,EAST ZENITH,LANG_02,Round-Trip,14.0,google,Organic Search,Organic Search,1,0,0,0,21.0,Logged-In,No_Program,131.67655200000002,15,False,1,0,10,0,0,4,2,0,0.0,131.67655200000002,Medium (15-30),1,0,0,1.0,CAD,CAJ,Wieczór (18-23),0,0,0,0,0,0
1134,GREAT AURORA,LANG_10,Round-Trip,28.0,google,Paid Search,Paid Search,1,0,0,0,18.0,Logged-In,No_Program,29.3509707,29,False,1,0,1,2,0,1,2,0,0.0,29.3509707,Medium (15-30),1,0,0,1.0,CAJ,BAK,Wieczór (18-23),0,0,0,0,0,0
1135,UPPER APEX,LANG_09,Round-Trip,0.0,apple,Direct,Direct,1,0,0,0,21.0,Logged-Out,No_Program,21.1597332,1,False,1,0,11,3,0,4,4,0,0.0,21.1597332,Last Minute (0-7),1,0,0,1.0,BED,CEJ,Wieczór (18-23),0,0,0,0,1,0
1136,LOWER VERTEX,LANG_02,Round-Trip,43.0,apple,Direct,Email,1,0,0,0,13.0,Logged-Out,No_Program,57.5373937,44,False,1,0,3,0,0,1,2,0,0.0,57.5373937,Advance (31-90),1,0,0,1.0,BUM,CAJ,Południe (10-13),0,0,0,0,0,0
1137,UPPER APEX,LANG_09,Round-Trip,8.0,microsoft,Paid Search,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,67.83329739999999,9,False,1,0,1,6,1,1,4,0,0.0,67.83329739999999,Short (8-14),1,0,0,1.0,BED,BOT,Południe (10-13),0,0,0,0,0,0
1138,UPPER APEX,LANG_09,Round-Trip,111.0,samsung,Direct,Direct,1,0,0,0,20.0,Logged-In,No_Program,77.2314843,112,False,1,0,6,6,1,2,2,0,0.0,77.2314843,Early Bird (90+),1,0,0,1.0,CAJ,CEB,Wieczór (18-23),0,0,0,0,0,0
1139,UPPER APEX,LANG_09,Round-Trip,30.0,google,Paid Search,Paid Search,2,0,0,0,9.0,Logged-Out,No_Program,43.2094738,31,False,2,0,12,1,0,4,2,0,0.0,43.2094738,Advance (31-90),0,0,0,1.0,CAJ,CON,Rano (6-9),0,0,0,0,0,1
1140,UPPER MERIDIAN,LANG_02,Round-Trip,23.0,google,Paid Search,Paid Search,1,0,0,0,13.0,Logged-In,No_Program,35.1128906,24,False,1,0,2,4,0,1,2,0,0.0,35.1128906,Medium (15-30),1,0,0,1.0,BUD,CAJ,Południe (10-13),0,0,0,0,0,0
1141,UPPER APEX,LANG_09,One-Way,8.0,microsoft,Direct,Paid Search,1,0,0,0,19.0,Logged-Out,No_Program,8.147550899999999,9,False,1,0,3,3,0,1,1,1,0.0,8.147550899999999,Short (8-14),1,0,0,1.0,CAJ,CAW,Wieczór (18-23),0,0,0,0,0,0
1142,NEW MERIDIAN,LANG_10,Round-Trip,23.0,google,Paid Search,Paid MetaSearches,1,0,0,0,15.0,Logged-Out,No_Program,91.4210633,24,False,1,0,3,3,0,1,4,0,0.0,91.4210633,Medium (15-30),1,0,0,1.0,CIW,BUX,Popołudnie (14-17),0,0,0,0,0,0
1143,UPPER APEX,LANG_02,One-Way,42.0,apple,Direct,Direct,2,0,0,0,22.0,Logged-In,No_Program,47.8077026,43,False,2,0,4,1,0,2,1,1,0.0,47.8077026,Advance (31-90),0,0,0,1.0,CIG,CAJ,Wieczór (18-23),0,0,0,0,0,1
1144,UPPER APEX,LANG_09,Round-Trip,199.0,apple,Direct,Direct,2,0,0,0,18.0,Logged-In,No_Program,28.4271276,200,False,2,0,8,2,0,3,2,0,0.0,28.4271276,Early Bird (90+),0,0,0,1.0,CAJ,CUJ,Wieczór (18-23),0,0,0,0,0,0
1145,UPPER APEX,LANG_02,One-Way,31.0,google,Paid Search,Paid Search,1,0,0,0,18.0,Logged-In,No_Program,20.7545614,32,False,1,0,11,4,0,4,1,1,0.0,20.7545614,Advance (31-90),1,0,0,1.0,CAJ,BOZ,Wieczór (18-23),0,0,1,0,0,1
1146,UPPER APEX,LANG_09,Round-Trip,42.0,samsung,Direct,Direct,2,0,1,0,11.0,Logged-Out,No_Program,107.6472088,43,False,3,1,2,3,0,1,2,0,0.0,107.6472088,Advance (31-90),0,1,0,0.6666666666666666,CAJ,BIJ,Południe (10-13),0,0,0,0,0,0
1147,UPPER APEX,LANG_09,Round-Trip,9.0,apple,Direct,Referrals,1,0,0,0,23.0,Logged-In,No_Program,19.6795284,10,False,1,0,11,4,0,4,2,0,0.0,19.6795284,Short (8-14),1,0,0,1.0,CUK,CAJ,Wieczór (18-23),0,0,0,0,0,0
1148,UPPER APEX,LANG_09,Round-Trip,136.0,microsoft,Paid Search,Paid Search,2,0,0,0,9.0,Logged-Out,No_Program,183.4511692,137,False,2,0,5,4,0,2,2,0,0.0,183.4511692,Early Bird (90+),0,0,0,1.0,CAJ,BUF,Rano (6-9),0,0,0,0,0,0
1149,UPPER APEX,LANG_02,One-Way,17.0,microsoft,Direct,Paid Search,1,0,0,0,16.0,Logged-Out,No_Program,25.1039479,18,False,1,0,2,1,0,1,2,0,0.0,25.1039479,Medium (15-30),1,0,0,1.0,BUS,CON,Popołudnie (14-17),0,0,0,0,0,1
1150,NORTH HORIZON,LANG_04,Round-Trip,66.0,samsung,Direct,Direct,2,0,1,0,19.0,Logged-Out,No_Program,48.884448799999994,67,False,3,1,4,4,0,2,2,0,0.0,48.884448799999994,Advance (31-90),0,1,0,0.6666666666666666,CUN,CAJ,Wieczór (18-23),0,0,0,0,0,0
1151,UPPER APEX,LANG_09,Round-Trip,20.0,apple,Direct,Direct,1,0,0,0,14.0,Logged-Out,No_Program,27.564531400000003,21,False,1,0,3,4,0,1,2,0,0.0,27.564531400000003,Medium (15-30),1,0,0,1.0,CAJ,CEG,Popołudnie (14-17),0,0,1,0,0,0
1152,UPPER APEX,LANG_02,Round-Trip,115.0,apple,Direct,Direct,1,0,0,0,18.0,Logged-Out,No_Program,90.152867,116,False,1,0,5,6,1,2,2,0,0.0,90.152867,Early Bird (90+),1,0,0,1.0,CAJ,DAD,Wieczór (18-23),0,0,0,0,0,0
1153,UPPER APEX,LANG_09,Round-Trip,87.0,google,Paid Search,Organic Search,3,0,0,0,22.0,Logged-In,No_Program,287.1263238,88,False,3,0,3,2,0,1,2,0,0.0,287.1263238,Advance (31-90),0,0,1,1.0,CAJ,BUM,Wieczór (18-23),0,0,0,0,0,0
1154,UPPER APEX,LANG_02,One-Way,0.0,google,MetaSearches,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,59.4176307,1,False,1,0,11,1,0,4,1,1,0.0,59.4176307,Last Minute (0-7),1,0,0,1.0,CAJ,CEG,Południe (10-13),0,0,0,0,0,1
1155,LOWER MERIDIAN,LANG_02,Round-Trip,49.0,apple,Direct,Direct,1,0,0,0,15.0,Logged-In,LO,30.3553342,50,False,1,0,1,0,0,1,2,0,0.0,30.3553342,Advance (31-90),1,0,0,1.0,BAB,CAJ,Popołudnie (14-17),0,0,0,0,0,0
1156,UPPER APEX,LANG_09,Round-Trip,0.0,apple,Direct,Direct,1,0,0,0,12.0,Logged-Out,No_Program,19.1295912,0,False,1,0,2,6,1,1,3,0,0.0,19.1295912,Error/Past,1,0,0,1.0,CEG,BED,Południe (10-13),0,0,0,0,0,1
1157,UPPER MERIDIAN,LANG_01,Round-Trip,46.0,apple,Direct,Direct,1,0,0,0,9.0,Logged-Out,No_Program,39.6824233,47,False,1,0,1,3,0,1,2,0,0.0,39.6824233,Advance (31-90),1,0,0,1.0,BAP,CAJ,Rano (6-9),0,0,0,0,0,0
1158,UPPER APEX,LANG_09,Round-Trip,22.0,google,Paid Search,Paid Search,1,0,0,0,15.0,Logged-Out,No_Program,35.0298004,23,False,1,0,11,2,0,4,2,0,0.0,35.0298004,Medium (15-30),1,0,0,1.0,CAJ,CIG,Popołudnie (14-17),0,0,0,0,0,0
1159,UPPER APEX,LANG_09,Round-Trip,14.0,apple,Direct,Direct,1,0,0,0,19.0,Logged-Out,No_Program,29.903906000000003,15,False,1,0,2,4,0,1,2,0,0.0,29.903906000000003,Medium (15-30),1,0,0,1.0,BIF,CAJ,Wieczór (18-23),0,0,0,0,0,0
1160,WEST APEX,LANG_02,One-Way,0.0,google,Direct,Direct,1,0,0,0,23.0,Logged-Out,No_Program,48.5452352,1,False,1,0,12,2,0,4,1,1,0.0,48.5452352,Last Minute (0-7),1,0,0,1.0,CAJ,BEH,Wieczór (18-23),0,0,0,0,0,0
1161,UPPER APEX,LANG_09,Round-Trip,84.0,google,Direct,Direct,2,0,0,0,14.0,Logged-In,No_Program,45.5162976,85,False,2,0,2,3,0,1,2,0,0.0,45.5162976,Advance (31-90),0,0,0,1.0,CAJ,BUH,Popołudnie (14-17),0,0,0,0,0,0
1162,UPPER MERIDIAN,LANG_02,One-Way,83.0,google,Paid Search,Paid Search,1,0,0,0,22.0,Logged-Out,No_Program,50.811370499999995,84,False,1,0,1,4,0,1,2,0,0.0,50.811370499999995,Advance (31-90),1,0,0,1.0,BAP,CES,Wieczór (18-23),0,0,0,0,0,0
1163,NEW AURORA,LANG_02,Round-Trip,75.0,google,Paid Search,Paid Search,1,0,0,0,13.0,Logged-Out,No_Program,48.0235658,76,False,1,0,1,6,1,1,2,0,0.0,48.0235658,Advance (31-90),1,0,0,1.0,CUR,CAJ,Południe (10-13),0,0,0,0,0,0
1164,CENTRAL APEX,LANG_09,Round-Trip,30.0,other,Direct,Direct,1,0,0,0,18.0,Logged-In,No_Program,52.5614043,31,False,1,0,4,1,0,2,2,0,0.0,52.5614043,Advance (31-90),1,0,0,1.0,CUM,CAJ,Wieczór (18-23),0,0,0,0,0,0
1165,UPPER APEX,LANG_02,One-Way,8.0,google,Paid Search,Paid Search,1,0,0,0,21.0,Logged-In,No_Program,29.9655812,9,False,1,0,11,1,0,4,1,1,0.0,29.9655812,Short (8-14),1,0,0,1.0,CAJ,CAV,Wieczór (18-23),0,0,0,0,0,0
1166,UPPER APEX,LANG_02,Round-Trip,151.0,google,Direct,Paid Search,1,0,0,0,19.0,Logged-Out,No_Program,21.1271824,152,False,1,0,5,4,0,2,2,0,0.0,21.1271824,Early Bird (90+),1,0,0,1.0,CAJ,CAV,Wieczór (18-23),0,0,0,0,0,0
1167,NORTH HORIZON,LANG_02,One-Way,2.0,samsung,Direct,Paid Search,1,0,0,0,18.0,Logged-Out,No_Program,53.574762099999994,3,False,1,0,1,3,0,1,1,1,0.0,53.574762099999994,Last Minute (0-7),1,0,0,1.0,CAJ,CEG,Wieczór (18-23),0,0,0,0,0,0
1168,CENTRAL VERTEX,LANG_02,Round-Trip,23.0,google,Direct,Direct,1,0,0,0,18.0,Logged-Out,No_Program,28.3200526,24,False,1,0,1,5,1,1,2,0,0.0,28.3200526,Medium (15-30),1,0,0,1.0,BIH,CAJ,Wieczór (18-23),0,0,0,0,0,0
1169,UPPER APEX,LANG_02,Round-Trip,4.0,apple,Direct,Direct,1,0,1,0,19.0,Logged-Out,No_Program,42.1978292,5,False,2,1,2,4,0,1,2,0,0.0,42.1978292,Last Minute (0-7),0,1,0,0.5,CAJ,BIF,Wieczór (18-23),0,0,0,0,0,0
1170,LOWER ZENITH,LANG_02,Round-Trip,28.0,google,Paid Search,Paid Search,1,0,0,0,10.0,Logged-In,No_Program,45.6460725,29,False,1,0,2,4,0,1,4,0,0.0,45.6460725,Medium (15-30),1,0,0,1.0,CEW,BIH,Południe (10-13),0,0,0,0,0,0
1171,UPPER APEX,LANG_02,One-Way,40.0,microsoft,Paid Search,MetaSearches,1,0,0,0,14.0,Logged-Out,No_Program,23.1230604,41,False,1,0,12,0,0,4,1,1,0.0,23.1230604,Advance (31-90),1,0,0,1.0,CAJ,BUD,Popołudnie (14-17),0,0,0,0,0,0
1172,NORTH HORIZON,LANG_04,One-Way,41.0,apple,Paid Search,Paid Search,1,0,0,0,21.0,Logged-In,LH,14.5908961,42,False,1,0,11,3,0,4,2,0,0.0,14.5908961,Advance (31-90),1,0,0,1.0,CEG,CEW,Wieczór (18-23),0,0,0,0,0,0
1173,UPPER APEX,LANG_09,Round-Trip,28.0,apple,Direct,Direct,1,0,0,0,21.0,Logged-Out,No_Program,21.9143978,29,False,1,0,3,3,0,1,2,0,0.0,21.9143978,Medium (15-30),1,0,0,1.0,CAJ,BAZ,Wieczór (18-23),0,0,0,0,1,0
1174,UPPER APEX,LANG_09,Round-Trip,2.0,google,Direct,Organic Search,2,0,0,0,16.0,Logged-Out,No_Program,130.6297868,3,False,2,0,1,1,0,1,2,0,0.0,130.6297868,Last Minute (0-7),0,0,0,1.0,CAJ,CUR,Popołudnie (14-17),0,0,0,0,0,0
1175,UPPER APEX,LANG_09,Round-Trip,18.0,google,Paid Search,Paid Search,1,0,0,0,14.0,Logged-Out,No_Program,9.4174604,19,False,1,0,1,1,0,1,4,0,0.0,9.4174604,Medium (15-30),1,0,0,1.0,CUB,CEJ,Popołudnie (14-17),0,0,0,0,0,0
1176,SOUTH HORIZON,LANG_02,One-Way,29.0,google,Organic Search,Organic Search,1,0,0,0,21.0,Logged-Out,No_Program,11.610784700000002,30,False,1,0,12,6,1,4,1,1,0.0,11.610784700000002,Medium (15-30),1,0,0,1.0,CAJ,CAV,Wieczór (18-23),0,0,0,0,0,0
1177,CENTRAL VERTEX,LANG_02,One-Way,25.0,apple,MetaSearches,MetaSearches,1,0,0,0,10.0,Logged-Out,No_Program,19.3758637,26,False,1,0,2,5,1,1,1,1,0.0,19.3758637,Medium (15-30),1,0,0,1.0,BIH,BED,Południe (10-13),0,0,0,0,0,0
1178,UPPER APEX,LANG_09,Round-Trip,144.0,google,Direct,Email,2,0,1,0,9.0,Logged-In,No_Program,71.16889780000001,145,False,3,1,6,2,0,2,2,0,0.0,71.16889780000001,Early Bird (90+),0,1,0,0.6666666666666666,CAJ,CIW,Rano (6-9),0,0,0,0,0,0
