,MARKET,LANGUAGE,FLIGHT_TYPE,DTD,BROWSER_TYPE,FIRST_TOUCH_CHANNEL,LAST_TOUCH_CHANNEL,ADULTS,TEENAGERS,CHILDREN,INFANTS,HOUR_OF_THE_DAY_PL_TIME,LOGIN_STATUS,LOYALTY_MEMBERSHIP_PROGRAM,FARE_YQ_TICKET,CALCULATED_DTD,IS_ANOMALY_DTD,TOTAL_PASSENGERS,HAS_CHILDREN_OR_INFANTS,TRIP_MONTH,TRIP_DAY_OF_WEEK,IS_WEEKEND_FLIGHT,TRIP_QUARTER,NUMBER_OF_SEGMENTS,IS_DIRECT_FLIGHT,TOTAL_EMD_SPEND,TOTAL_REVENUE,BOOKING_WINDOW,IS_SOLO_TRAVELER,IS_FAMILY,IS_ADULT_GROUP,ADULT_RATIO,ORIGIN_AIRPORT,DESTINATION_AIRPORT,FLIGHT_TIME_OF_DAY,TARGET_BUSINESS_LOUNGE,TARGET_MEAL,TARGET_PET,TARGET_SPECIAL_EQUIPMENT,TARGET_FAST_TRACK,TARGET_BAGGAGE
7251,NEW AURORA,LANG_02,Round-Trip,28.0,google,Paid Search,Paid Search,2,0,1,0,9.0,Logged-Out,No_Program,135.1295066,29,False,3,1,1,3,0,1,4,0,0.0,135.1295066,Medium (15-30),0,1,0,0.6666666666666666,CUR,CIW,Rano (6-9),0,0,0,0,0,0
7252,UPPER APEX,LANG_02,Round-Trip,1.0,apple,MetaSearches,MetaSearches,1,0,0,0,6.0,Logged-Out,No_Program,146.581392,2,False,1,0,3,2,0,1,2,0,0.0,146.581392,Last Minute (0-7),1,0,0,1.0,CAJ,DAD,Rano (6-9),0,0,0,0,0,1
7253,LOWER ZENITH,LANG_02,One-Way,94.0,google,Paid Search,Paid Search,1,0,0,0,18.0,Logged-Out,No_Program,23.6417317,95,False,1,0,6,2,0,2,2,0,0.0,23.6417317,Early Bird (90+),1,0,0,1.0,CEW,CIG,Wieczór (18-23),0,0,0,0,0,0
7254,UPPER APEX,LANG_09,Round-Trip,3.0,google,Direct,Referrals,1,0,0,0,13.0,Logged-In,No_Program,66.1672104,4,False,1,0,12,4,0,4,2,0,0.0,66.1672104,Last Minute (0-7),1,0,0,1.0,CAJ,BIW,Południe (10-13),0,0,0,0,0,0
7255,UPPER APEX,LANG_09,Round-Trip,9.0,google,Direct,MetaSearches,2,0,0,0,5.0,Logged-Out,No_Program,68.07228880000001,10,False,2,0,3,1,0,1,2,0,0.0,68.07228880000001,Short (8-14),0,0,0,1.0,CAJ,BOL,Noc (0-5),0,0,0,0,0,0
7256,UPPER APEX,LANG_09,Round-Trip,45.0,samsung,Organic Search,Paid Search,1,0,0,0,17.0,Logged-Out,No_Program,65.03863989999999,46,False,1,0,11,3,0,4,2,0,0.0,65.03863989999999,Advance (31-90),1,0,0,1.0,CAJ,BUX,Popołudnie (14-17),0,0,0,0,0,0
7257,NORTH HORIZON,LANG_09,One-Way,7.0,apple,Direct,Paid Search,2,0,0,0,9.0,Logged-Out,No_Program,72.8910921,8,False,2,0,11,6,1,4,1,1,0.0,72.8910921,Short (8-14),0,0,0,1.0,CAJ,BUD,Rano (6-9),0,0,0,0,0,0
7258,NORTH HORIZON,LANG_04,Round-Trip,65.0,google,Direct,Direct,2,0,0,1,22.0,Logged-Out,No_Program,87.7702341,66,False,3,1,1,6,1,1,2,0,0.0,87.7702341,Advance (31-90),0,1,0,0.6666666666666666,CUR,CAJ,Wieczór (18-23),0,0,0,0,0,0
7259,NORTH HORIZON,LANG_04,Round-Trip,52.0,google,Direct,Organic Search,2,0,0,1,23.0,Logged-Out,No_Program,78.755804,53,False,3,1,1,5,1,1,2,0,0.0,78.755804,Advance (31-90),0,1,0,0.6666666666666666,CEG,CAJ,Wieczór (18-23),0,0,0,0,0,1
7260,UPPER APEX,LANG_09,Round-Trip,3.0,apple,Direct,Direct,1,0,0,0,9.0,Logged-Out,No_Program,39.1740312,4,False,1,0,2,4,0,1,2,0,0.0,39.1740312,Last Minute (0-7),1,0,0,1.0,CAJ,CIJ,Rano (6-9),0,0,0,0,0,0
7261,UPPER APEX,LANG_02,One-Way,2.0,apple,Paid Search,Email,2,0,0,0,16.0,Logged-Out,No_Program,67.1510155,3,False,2,0,9,2,0,3,2,0,0.0,67.1510155,Last Minute (0-7),0,0,0,1.0,BED,BIK,Popołudnie (14-17),0,0,0,0,0,1
7262,UPPER APEX,LANG_09,Round-Trip,117.0,google,Direct,Direct,1,0,0,0,14.0,Logged-In,No_Program,125.1308431,118,False,1,0,6,0,0,2,2,0,0.0,125.1308431,Early Bird (90+),1,0,0,1.0,CAJ,DAD,Popołudnie (14-17),0,0,0,0,0,0
7263,UPPER APEX,LANG_02,Round-Trip,10.0,google,Paid Search,Paid Search,2,0,0,0,14.0,Logged-Out,No_Program,31.2384888,11,False,2,0,11,1,0,4,2,0,0.0,31.2384888,Short (8-14),0,0,0,1.0,CAJ,BEH,Popołudnie (14-17),0,0,0,0,0,0
7264,UPPER APEX,LANG_09,Round-Trip,6.0,google,Organic Search,Paid Search,1,0,0,0,22.0,Logged-Out,No_Program,33.8082888,7,False,1,0,12,2,0,4,2,0,0.0,33.8082888,Last Minute (0-7),1,0,0,1.0,CAJ,CEZ,Wieczór (18-23),0,0,0,0,0,0
7265,WEST APEX,LANG_02,One-Way,17.0,apple,Direct,Direct,1,0,0,0,19.0,Logged-In,No_Program,17.0514796,17,False,1,0,11,0,0,4,2,0,0.0,17.0514796,Medium (15-30),1,0,0,1.0,CIW,BEH,Wieczór (18-23),0,0,0,0,0,0
7266,UPPER APEX,LANG_02,Round-Trip,41.0,google,Paid Search,Paid Search,1,0,0,0,19.0,Logged-Out,No_Program,103.6618773,42,False,1,0,1,6,1,1,2,0,0.0,103.6618773,Advance (31-90),1,0,0,1.0,CAJ,CEB,Wieczór (18-23),0,0,0,0,0,0
7267,LOWER VERTEX,LANG_02,Round-Trip,30.0,mozilla,Paid Search,Paid Search,2,0,0,0,15.0,Logged-Out,No_Program,172.2442714,31,False,2,0,10,1,0,4,2,0,0.0,172.2442714,Advance (31-90),0,0,0,1.0,CAJ,BUF,Popołudnie (14-17),0,0,0,0,0,0
7268,SOUTH MERIDIAN,LANG_02,One-Way,1.0,google,Direct,Direct,1,0,0,0,13.0,Logged-Out,No_Program,74.7798951,2,False,1,0,3,3,0,1,1,1,0.0,74.7798951,Last Minute (0-7),1,0,0,1.0,BIF,CAJ,Południe (10-13),0,0,0,0,0,0
7269,SOUTH HORIZON,LANG_02,Round-Trip,4.0,google,Paid Search,Paid Search,1,0,0,0,12.0,Logged-Out,No_Program,33.5607314,5,False,1,0,11,4,0,4,2,0,0.0,33.5607314,Last Minute (0-7),1,0,0,1.0,CAV,CAJ,Południe (10-13),0,0,0,0,0,0
7270,UPPER APEX,LANG_09,Round-Trip,36.0,samsung,Direct,Direct,1,0,0,0,16.0,Logged-In,No_Program,59.5319868,38,False,1,0,2,6,1,1,2,0,0.0,59.5319868,Advance (31-90),1,0,0,1.0,CAJ,CEB,Popołudnie (14-17),0,0,0,0,0,0
7271,UPPER APEX,LANG_09,Round-Trip,182.0,google,Paid Search,Paid Search,2,0,0,0,19.0,Logged-In,No_Program,217.87621,183,False,2,0,4,4,0,2,2,0,0.0,217.87621,Early Bird (90+),0,0,0,1.0,BEZ,CAD,Wieczór (18-23),0,0,0,0,0,0
7272,UPPER APEX,LANG_09,Round-Trip,29.0,google,MetaSearches,MetaSearches,1,0,0,0,9.0,Logged-Out,No_Program,12.8909734,30,False,1,0,11,3,0,4,5,0,0.0,12.8909734,Medium (15-30),1,0,0,1.0,CAW,BIT,Rano (6-9),0,0,0,0,0,0
7273,UPPER APEX,LANG_09,One-Way,89.0,google,Direct,Direct,2,0,0,0,14.0,Logged-Out,No_Program,36.674900699999995,89,False,2,0,12,6,1,4,1,1,0.0,36.674900699999995,Advance (31-90),0,0,0,1.0,CEG,CAJ,Popołudnie (14-17),0,0,0,0,0,0
7274,UPPER APEX,LANG_02,Round-Trip,3.0,google,Paid Search,Paid Search,1,0,0,0,19.0,Logged-In,No_Program,54.8296811,4,False,1,0,10,1,0,4,2,0,0.0,54.8296811,Last Minute (0-7),1,0,0,1.0,CAJ,CON,Wieczór (18-23),0,0,0,0,0,0
7275,UPPER APEX,LANG_02,One-Way,2.0,google,Direct,Email,1,0,0,0,12.0,Logged-In,LX,33.8138567,3,False,1,0,1,3,0,1,1,1,0.0,33.8138567,Last Minute (0-7),1,0,0,1.0,CAJ,BIF,Południe (10-13),0,0,0,0,0,0
7276,NEW HORIZON,LANG_02,Round-Trip,14.0,google,Direct,Direct,2,0,0,0,11.0,Logged-Out,No_Program,56.976320699999995,15,False,2,0,11,0,0,4,2,0,0.0,56.976320699999995,Medium (15-30),0,0,0,1.0,CES,BED,Południe (10-13),0,0,0,0,0,0
7277,UPPER APEX,LANG_09,Round-Trip,274.0,apple,Direct,Display,2,0,0,0,20.0,Logged-Out,No_Program,67.0101048,275,False,2,0,10,3,0,4,2,0,0.0,67.0101048,Early Bird (90+),0,0,0,1.0,CAJ,BAN,Wieczór (18-23),0,0,0,0,0,0
7278,NORTH HORIZON,LANG_04,One-Way,2.0,google,Paid Search,Paid Search,1,0,0,0,12.0,Logged-Out,No_Program,33.1195824,3,False,1,0,10,5,1,4,1,1,0.0,33.1195824,Last Minute (0-7),1,0,0,1.0,BAC,BED,Południe (10-13),0,0,0,0,0,0
7279,UPPER APEX,LANG_09,Round-Trip,90.0,google,Paid Search,Organic Search,1,0,0,0,13.0,Logged-In,No_Program,184.1544378,91,False,1,0,5,2,0,2,2,0,0.0,184.1544378,Early Bird (90+),1,0,0,1.0,CAJ,BUN,Południe (10-13),0,0,0,0,0,0
7280,UPPER APEX,LANG_09,Round-Trip,29.0,samsung,Direct,Direct,1,0,0,0,9.0,Logged-In,LO,33.1756897,30,False,1,0,2,4,0,1,4,0,0.0,33.1756897,Medium (15-30),1,0,0,1.0,BED,CER,Rano (6-9),0,0,0,0,0,0
7281,UPPER APEX,LANG_09,Round-Trip,66.0,google,Direct,Direct,2,0,0,0,18.0,Logged-Out,No_Program,105.301838,67,False,2,0,1,0,0,1,2,0,0.0,105.301838,Advance (31-90),0,0,0,1.0,CAJ,BIT,Wieczór (18-23),0,0,0,0,0,0
7282,NORTH ZENITH,LANG_06,One-Way,129.0,google,Direct,Direct,1,0,2,0,7.0,Logged-Out,No_Program,44.2416768,130,False,3,1,7,6,1,3,1,1,0.0,44.2416768,Early Bird (90+),0,1,0,0.3333333333333333,BAZ,CAJ,Rano (6-9),0,0,1,0,0,0
7283,UPPER APEX,LANG_09,Round-Trip,17.0,samsung,Paid Search,Paid Search,1,0,0,0,12.0,Logged-Out,No_Program,14.626445,18,False,1,0,12,5,1,4,2,0,0.0,14.626445,Medium (15-30),1,0,0,1.0,CEX,CAJ,Południe (10-13),0,0,0,0,0,0
7284,UPPER APEX,LANG_09,Round-Trip,5.0,microsoft,Direct,Paid Search,2,0,0,0,13.0,Logged-Out,No_Program,133.0865156,6,False,2,0,2,1,0,1,2,0,0.0,133.0865156,Last Minute (0-7),0,0,0,1.0,CAJ,CUM,Południe (10-13),0,0,0,0,0,0
7285,UPPER APEX,LANG_09,Round-Trip,41.0,apple,Direct,Direct,1,0,0,0,22.0,Logged-In,LO,29.3419764,42,False,1,0,11,4,0,4,2,0,0.0,29.3419764,Advance (31-90),1,0,0,1.0,CAJ,BEH,Wieczór (18-23),0,0,0,0,0,0
7286,UPPER APEX,LANG_09,Round-Trip,3.0,google,SMS,MetaSearches,1,0,0,0,23.0,Logged-In,No_Program,36.4084981,4,False,1,0,1,0,0,1,2,0,0.0,36.4084981,Last Minute (0-7),1,0,0,1.0,CAJ,CER,Wieczór (18-23),0,0,0,0,0,0
7287,LOWER VERTEX,LANG_02,Multi-City,54.0,google,Direct,Direct,1,0,0,0,22.0,Logged-Out,No_Program,84.3780981,55,False,1,0,12,5,1,4,4,0,0.0,84.3780981,Advance (31-90),1,0,0,1.0,BUM,BED,Wieczór (18-23),0,0,0,0,0,0
7288,LOWER VERTEX,LANG_02,Round-Trip,258.0,google,Direct,Paid Search,2,0,0,0,13.0,Logged-Out,No_Program,42.992754,259,False,2,0,9,0,0,3,2,0,0.0,42.992754,Early Bird (90+),0,0,0,1.0,BIW,CAJ,Południe (10-13),0,0,0,0,0,0
7289,LOWER MERIDIAN,LANG_02,Round-Trip,29.0,microsoft,Paid Search,Paid Search,2,0,0,0,20.0,Logged-Out,No_Program,32.9675359,30,False,2,0,2,4,0,1,2,0,0.0,32.9675359,Medium (15-30),0,0,0,1.0,BAB,CAJ,Wieczór (18-23),0,0,0,0,0,0
7290,UPPER APEX,LANG_09,Round-Trip,62.0,google,Direct,Paid Search,1,0,0,0,18.0,Logged-Out,No_Program,16.8617427,63,False,1,0,5,2,0,2,2,0,0.0,16.8617427,Advance (31-90),1,0,0,1.0,CAJ,CAV,Wieczór (18-23),0,0,0,0,0,0
7291,UPPER VERTEX,LANG_11,Round-Trip,25.0,google,Direct,Organic Search,2,0,1,0,22.0,Logged-Out,No_Program,298.88444369999996,26,False,3,1,11,4,0,4,2,0,0.0,298.88444369999996,Medium (15-30),0,1,0,0.6666666666666666,CAJ,BOX,Wieczór (18-23),0,1,0,0,0,0
7292,UPPER APEX,LANG_02,Round-Trip,51.0,google,Direct,Direct,3,1,0,0,14.0,Logged-Out,No_Program,321.36890880000004,52,False,4,0,4,2,0,2,2,0,0.0,321.36890880000004,Advance (31-90),0,0,1,0.75,BUF,CAJ,Popołudnie (14-17),0,0,0,0,0,0
7293,LOWER MERIDIAN,LANG_02,One-Way,44.0,apple,Direct,Direct,2,0,0,0,13.0,Logged-In,No_Program,41.64703540000001,44,False,2,0,1,1,0,1,1,1,0.0,41.64703540000001,Advance (31-90),0,0,0,1.0,CER,CAJ,Południe (10-13),0,0,0,0,0,0
7294,LOWER APEX,LANG_02,Round-Trip,33.0,microsoft,Direct,Direct,1,0,0,0,15.0,Logged-In,No_Program,75.0925541,34,False,1,0,3,0,0,1,2,0,0.0,75.0925541,Advance (31-90),1,0,0,1.0,BOZ,CAJ,Popołudnie (14-17),0,0,0,0,0,0
7295,NORTH ZENITH,LANG_02,Round-Trip,0.0,google,Paid Search,Paid Search,1,0,0,0,15.0,Logged-Out,No_Program,40.7951467,1,False,1,0,2,2,0,1,4,0,0.0,40.7951467,Last Minute (0-7),1,0,0,1.0,CIL,CIW,Popołudnie (14-17),0,0,0,0,0,0
7296,UPPER APEX,LANG_09,Round-Trip,72.0,google,Organic Search,Organic Search,1,0,0,0,22.0,Logged-Out,No_Program,92.9509509,73,False,1,0,1,6,1,1,2,0,0.0,92.9509509,Advance (31-90),1,0,0,1.0,CAJ,CEB,Wieczór (18-23),0,0,0,0,0,0
7297,UPPER APEX,LANG_09,Round-Trip,60.0,apple,Direct,Direct,2,0,0,0,16.0,Logged-In,No_Program,63.60768959999999,61,False,2,0,2,1,0,1,2,0,0.0,63.60768959999999,Advance (31-90),0,0,0,1.0,BED,BIH,Popołudnie (14-17),0,0,0,0,0,0
7298,SOUTH HORIZON,LANG_02,Round-Trip,70.0,google,Direct,Direct,2,0,0,0,18.0,Logged-In,No_Program,383.9730914999999,71,False,2,0,5,6,1,2,2,0,0.0,383.9730914999999,Advance (31-90),0,0,0,1.0,CAJ,CAD,Wieczór (18-23),0,0,0,0,0,1
7299,UPPER APEX,LANG_09,One-Way,1.0,apple,Direct,Direct,2,0,0,0,23.0,Logged-In,No_Program,33.598421800000004,1,False,2,0,12,3,0,4,1,1,0.0,33.598421800000004,Last Minute (0-7),0,0,0,1.0,BEZ,CAJ,Wieczór (18-23),0,0,0,0,0,0
7300,UPPER APEX,LANG_09,Round-Trip,4.0,microsoft,Direct,Direct,1,0,0,0,18.0,Logged-Out,No_Program,34.5321158,5,False,1,0,1,1,0,1,2,0,0.0,34.5321158,Last Minute (0-7),1,0,0,1.0,BED,BIH,Wieczór (18-23),0,0,0,0,0,0
7301,UPPER APEX,LANG_09,Round-Trip,26.0,apple,Paid Search,Organic Search,4,0,0,0,10.0,Logged-Out,No_Program,133.26126200000002,27,False,4,0,3,1,0,1,2,0,0.0,133.26126200000002,Medium (15-30),0,0,1,1.0,BED,BIH,Południe (10-13),0,0,0,0,0,0
7302,LOWER ZENITH,LANG_02,One-Way,58.0,microsoft,Direct,Direct,1,0,0,0,13.0,Logged-In,No_Program,22.7234565,59,False,1,0,3,5,1,1,2,0,0.0,22.7234565,Advance (31-90),1,0,0,1.0,BAG,CEW,Południe (10-13),0,0,0,0,0,0
7303,SOUTH HORIZON,LANG_02,Round-Trip,0.0,google,MetaSearches,MetaSearches,1,0,0,0,20.0,Logged-Out,No_Program,93.592116,1,False,1,0,9,2,0,3,1,1,0.0,93.592116,Last Minute (0-7),1,0,0,1.0,CAV,CAJ,Wieczór (18-23),0,0,0,0,0,0
7304,UPPER APEX,LANG_09,Round-Trip,21.0,microsoft,Paid Search,Paid Search,1,0,0,0,22.0,Logged-Out,No_Program,26.3130388,22,False,1,0,12,4,0,4,2,0,0.0,26.3130388,Medium (15-30),1,0,0,1.0,CAJ,CUK,Wieczór (18-23),0,0,0,0,0,0
7305,UPPER APEX,LANG_09,One-Way,17.0,mozilla,Paid Search,Paid Search,1,0,0,0,17.0,Logged-Out,No_Program,17.1585546,18,False,1,0,2,4,0,1,1,1,0.0,17.1585546,Medium (15-30),1,0,0,1.0,BAZ,CAJ,Popołudnie (14-17),0,0,0,0,0,0
7306,NORTH HORIZON,LANG_04,Round-Trip,11.0,google,Organic Search,Organic Search,1,0,0,0,21.0,Logged-Out,No_Program,47.7361765,12,False,1,0,11,2,0,4,2,0,0.0,47.7361765,Short (8-14),1,0,0,1.0,CEG,CAJ,Wieczór (18-23),0,0,0,0,0,0
7307,UPPER APEX,LANG_09,Round-Trip,19.0,google,Direct,Paid Search,1,0,0,0,21.0,Logged-Out,No_Program,87.83576400000001,20,False,1,0,1,2,0,1,3,0,0.0,87.83576400000001,Medium (15-30),1,0,0,1.0,CUB,BUX,Wieczór (18-23),0,0,0,0,0,0
7308,CENTRAL MERIDIAN,LANG_09,Round-Trip,13.0,google,Paid Search,Paid Search,1,0,0,0,15.0,Logged-In,No_Program,36.9781371,14,False,1,0,10,3,0,4,2,0,0.0,36.9781371,Short (8-14),1,0,0,1.0,CAJ,BIW,Popołudnie (14-17),0,0,0,0,0,0
7309,UPPER APEX,LANG_02,One-Way,87.0,google,Direct,Email,2,0,0,0,20.0,Logged-Out,No_Program,12.0497922,88,False,2,0,2,6,1,1,1,1,0.0,12.0497922,Advance (31-90),0,0,0,1.0,CAV,CAJ,Wieczór (18-23),0,0,0,0,0,0
7310,LOWER VERTEX,LANG_02,One-Way,6.0,google,MetaSearches,MetaSearches,1,0,0,0,9.0,Logged-Out,No_Program,15.9490354,7,False,1,0,12,2,0,4,1,1,0.0,15.9490354,Last Minute (0-7),1,0,0,1.0,CAJ,BOW,Rano (6-9),0,0,0,0,0,0
7311,UPPER APEX,LANG_09,Round-Trip,32.0,microsoft,Paid Search,Paid Search,1,0,0,0,23.0,Logged-In,No_Program,54.5979708,33,False,1,0,11,5,1,4,2,0,0.0,54.5979708,Advance (31-90),1,0,0,1.0,CAJ,BAZ,Wieczór (18-23),0,0,0,0,0,0
7312,UPPER APEX,LANG_09,Round-Trip,93.0,google,MetaSearches,MetaSearches,1,0,0,0,14.0,Logged-Out,No_Program,8.7921424,94,False,1,0,5,5,1,2,2,0,0.0,8.7921424,Early Bird (90+),1,0,0,1.0,CAJ,BEH,Popołudnie (14-17),0,0,0,0,0,0
7313,UPPER APEX,LANG_09,Round-Trip,31.0,apple,Paid Search,Organic Search,1,0,0,0,8.0,Logged-Out,No_Program,38.1135604,32,False,1,0,1,0,0,1,2,0,0.0,38.1135604,Advance (31-90),1,0,0,1.0,CAJ,DAS,Rano (6-9),0,0,0,0,0,0
7314,GREAT MERIDIAN,LANG_02,One-Way,9.0,google,Direct,Paid Search,1,0,0,0,17.0,Logged-Out,No_Program,33.437381,10,False,1,0,11,0,0,4,1,1,0.0,33.437381,Short (8-14),1,0,0,1.0,COJ,CEW,Popołudnie (14-17),0,0,0,0,0,0
7315,UPPER APEX,LANG_09,Round-Trip,11.0,apple,Direct,Direct,1,0,0,0,10.0,Logged-Out,No_Program,13.1282516,12,False,1,0,10,3,0,4,2,0,0.0,13.1282516,Short (8-14),1,0,0,1.0,CUB,CAJ,Południe (10-13),0,0,0,0,0,0
7316,NEW AURORA,LANG_04,Round-Trip,17.0,google,Paid Search,Paid Search,1,0,0,0,18.0,Logged-Out,No_Program,43.7011622,18,False,1,0,3,5,1,1,4,0,0.0,43.7011622,Medium (15-30),1,0,0,1.0,CUR,CEJ,Wieczór (18-23),0,0,0,0,0,0
7317,UPPER APEX,LANG_09,Round-Trip,177.0,google,Affiliate,Affiliate,2,0,0,0,13.0,Logged-Out,No_Program,385.7732364,178,False,2,0,5,0,0,2,2,0,0.0,385.7732364,Early Bird (90+),0,0,0,1.0,CAJ,BUN,Południe (10-13),0,0,0,0,0,0
7318,UPPER APEX,LANG_09,One-Way,4.0,google,Direct,Organic Search,1,0,0,0,15.0,Logged-Out,No_Program,14.9142626,5,False,1,0,2,2,0,1,1,1,0.0,14.9142626,Last Minute (0-7),1,0,0,1.0,CAJ,CEX,Popołudnie (14-17),0,0,0,0,0,0
7319,UPPER APEX,LANG_09,Round-Trip,82.0,opera,Paid Search,Organic Search,2,0,0,0,23.0,Logged-Out,No_Program,69.744372,83,False,2,0,4,2,0,2,2,0,0.0,69.744372,Advance (31-90),0,0,0,1.0,CAJ,CUL,Wieczór (18-23),0,0,0,0,0,0
7320,NEW MERIDIAN,LANG_10,Round-Trip,53.0,samsung,Direct,Direct,1,1,0,0,14.0,Logged-In,No_Program,117.0719503,54,False,2,0,1,4,0,1,4,0,0.0,117.0719503,Advance (31-90),0,0,0,0.5,CIW,BOX,Popołudnie (14-17),0,0,0,0,0,0
7321,NORTH MERIDIAN,LANG_02,One-Way,22.0,microsoft,Email,Email,1,0,0,0,11.0,Logged-Out,No_Program,20.9669982,23,False,1,0,2,2,0,1,2,0,0.0,20.9669982,Medium (15-30),1,0,0,1.0,BEZ,CEJ,Południe (10-13),0,0,0,0,0,0
7322,SOUTH HORIZON,LANG_09,One-Way,74.0,samsung,Direct,Direct,2,0,0,0,19.0,Logged-In,No_Program,28.1414515,74,False,2,0,1,0,0,1,1,1,0.0,28.1414515,Advance (31-90),0,0,0,1.0,CAJ,CAV,Wieczór (18-23),0,0,0,0,1,0
7323,UPPER APEX,LANG_09,Round-Trip,179.0,microsoft,Display,Paid Search,2,0,0,0,22.0,Logged-Out,No_Program,87.2669816,180,False,2,0,6,3,0,2,2,0,0.0,87.2669816,Early Bird (90+),0,0,0,1.0,CAJ,BAB,Wieczór (18-23),0,0,0,0,0,0
7324,UPPER APEX,LANG_02,Round-Trip,45.0,apple,Direct,Direct,1,0,0,0,13.0,Logged-Out,No_Program,7.988651600000001,46,False,1,0,1,5,1,1,1,1,0.0,7.988651600000001,Advance (31-90),1,0,0,1.0,BEZ,CAJ,Południe (10-13),0,0,0,0,0,0
7325,UPPER APEX,LANG_02,Round-Trip,37.0,google,Email,Email,1,0,0,0,22.0,Logged-Out,No_Program,78.5078183,38,False,1,0,1,1,0,1,2,0,0.0,78.5078183,Advance (31-90),1,0,0,1.0,CAJ,CEN,Wieczór (18-23),0,0,0,0,0,0
7326,UPPER APEX,LANG_09,One-Way,2.0,apple,Direct,Direct,1,0,0,0,11.0,Logged-In,No_Program,35.7561972,3,False,1,0,3,0,0,1,2,0,0.0,35.7561972,Last Minute (0-7),1,0,0,1.0,CEJ,CUK,Południe (10-13),0,0,0,0,0,0
7327,UPPER APEX,LANG_09,One-Way,4.0,google,Paid Search,Organic Search,1,0,0,0,23.0,Logged-Out,No_Program,30.0178338,5,False,1,0,2,1,0,1,1,1,0.0,30.0178338,Last Minute (0-7),1,0,0,1.0,CAJ,BAN,Wieczór (18-23),0,0,0,0,0,0
7328,NEW HORIZON,LANG_02,One-Way,17.0,apple,Direct,Direct,1,0,0,0,18.0,Logged-In,No_Program,47.8162686,17,False,1,0,1,4,0,1,2,0,0.0,47.8162686,Medium (15-30),1,0,0,1.0,BIF,CES,Wieczór (18-23),0,0,0,0,0,0
7329,LOWER VERTEX,LANG_02,One-Way,7.0,google,Direct,Direct,2,0,0,0,14.0,Logged-Out,No_Program,21.0458054,8,False,2,0,12,5,1,4,1,1,0.0,21.0458054,Short (8-14),0,0,0,1.0,CAJ,CUB,Popołudnie (14-17),0,0,0,0,0,1
7330,UPPER APEX,LANG_02,Round-Trip,54.0,apple,Direct,Direct,1,0,0,0,20.0,Logged-In,LH,14.9468134,55,False,1,0,3,1,0,1,2,0,0.0,14.9468134,Advance (31-90),1,0,0,1.0,BIT,CAJ,Wieczór (18-23),0,0,0,0,0,0
7331,UPPER APEX,LANG_02,Round-Trip,78.0,apple,Direct,Direct,1,0,0,0,14.0,Logged-Out,No_Program,41.6358996,79,False,1,0,4,2,0,2,2,0,0.0,41.6358996,Advance (31-90),1,0,0,1.0,CAJ,BAN,Popołudnie (14-17),0,0,0,0,0,0
7332,UPPER APEX,LANG_02,One-Way,38.0,google,Paid Search,Paid Search,1,0,0,0,16.0,Logged-Out,No_Program,6.0159018,39,False,1,0,3,1,0,1,2,0,0.0,6.0159018,Advance (31-90),1,0,0,1.0,CEX,BED,Popołudnie (14-17),0,0,0,0,0,0
7333,LOWER VERTEX,LANG_02,Round-Trip,6.0,apple,Paid Search,Paid Search,1,0,0,0,19.0,Logged-Out,No_Program,42.2847741,7,False,1,0,3,0,0,1,2,0,0.0,42.2847741,Last Minute (0-7),1,0,0,1.0,CUJ,CAJ,Wieczór (18-23),0,0,0,0,0,0
7334,UPPER APEX,LANG_09,Round-Trip,2.0,samsung,Direct,Direct,1,0,0,0,21.0,Logged-In,No_Program,30.1326182,3,False,1,0,2,3,0,1,1,1,0.0,30.1326182,Last Minute (0-7),1,0,0,1.0,CAJ,CUS,Wieczór (18-23),0,0,0,0,0,0
7335,UPPER VERTEX,LANG_11,Round-Trip,16.0,google,MetaSearches,MetaSearches,1,0,0,0,10.0,Logged-Out,No_Program,32.292535099999995,17,False,1,0,3,0,0,1,2,0,0.0,32.292535099999995,Medium (15-30),1,0,0,1.0,CAJ,BIW,Południe (10-13),0,0,0,0,0,0
7336,LOWER ZENITH,LANG_02,Round-Trip,4.0,google,Direct,Direct,1,0,0,0,15.0,Logged-Out,No_Program,47.04361540000001,5,False,1,0,2,2,0,1,3,0,0.0,47.04361540000001,Last Minute (0-7),1,0,0,1.0,CEW,CAV,Popołudnie (14-17),0,0,0,0,0,0
7337,UPPER APEX,LANG_09,One-Way,27.0,mozilla,Direct,Direct,1,0,0,0,13.0,Logged-Out,No_Program,4.9353009000000005,28,False,1,0,3,1,0,1,1,1,0.0,4.9353009000000005,Medium (15-30),1,0,0,1.0,CAJ,BEZ,Południe (10-13),0,0,0,0,0,0
7338,LOWER ZENITH,LANG_02,Round-Trip,10.0,apple,Direct,Direct,1,0,0,0,9.0,Logged-In,No_Program,23.6640033,11,False,1,0,12,2,0,4,4,0,0.0,23.6640033,Short (8-14),1,0,0,1.0,CEW,BIH,Rano (6-9),0,0,0,0,0,0
7339,UPPER APEX,LANG_09,Round-Trip,3.0,google,Paid Search,Email,1,0,0,0,12.0,Logged-Out,No_Program,43.6703246,4,False,1,0,11,6,1,4,2,0,0.0,43.6703246,Last Minute (0-7),1,0,0,1.0,CAJ,BIH,Południe (10-13),0,0,0,0,0,0
